alpha_deg,a_eff,clipped,rel_l1_delta,rel_l1_delta_norm,abs_delta_energy,signed_delta_energy,peak_ratio_norm,width_ratio_norm,peak_delta,min_delta,clipped_exact_safe
10.0,0.35265396141692995,0,0.6063920121077965,0.0007169894208953574,3.3768991046577304,-3.3768988300064455,0.998926486870709,0.9998903605672042,5.447805510409218e-08,-0.04065904055905167,0
25.0,0.9326153163099973,0,0.5874059334636977,0.007720955426613538,27.005942602337655,-27.004923735496334,0.9904690579841582,0.9993406326740681,0.0008876475067087891,-1.922104295042264,0
40.0,1.6781992623545599,0,0.5254367376780219,0.03378562951492251,101.58039931315697,-101.51010995047473,0.9483747544381692,0.9986686643219349,0.08229323252446488,-18.425040440900524,0
